job_role,industry,education_level,location,company_type,company_size,years_experience,years_at_company,performance_rating,num_skills,certifications,projects_completed,promotions_received,overtime_hours_week,distance_from_work,monthly_hours,salary_lpa,increment_pct,promotion_prob
Senior Software Engineer,Finance & Banking,Bachelor's,Mumbai,Startup,Small (<50),4.2,0.4,3.6,5,1,12,2,8,7,195,33.44,10.4,0.42
Operations Manager,Startup,Diploma,Delhi NCR,Indian Large Corp,Small (<50),13.3,8.0,3.4,5,0,25,4,6,11,198,24.64,10.3,0.33
Tech Lead,Consulting,Diploma,Mumbai,Indian Large Corp,Small (<50),0.8,0.3,3.7,6,1,16,1,11,10,196,27.94,9.4,0.57
Software Engineer,Startup,Diploma,Chennai,MNC,Small (<50),2.8,2.8,3.4,4,0,17,0,8,30,173,17.3,10.2,0.34
Data Analyst,Government/PSU,Bachelor's,Pune,Startup,Mid (50-500),9.7,6.8,3.5,7,2,19,2,2,17,183,23.84,9.3,0.48
Engineering Manager,IT / Software,MBA,Chennai,Mid-size,Large (500-5000),3.3,0.3,3.4,1,1,12,1,9,38,187,39.63,10.5,0.39
ML Engineer,Government/PSU,Diploma,Tier-2 City,Indian Large Corp,Small (<50),1.2,1.2,3.6,3,1,8,1,0,34,215,11.75,8.6,0.5
Finance Analyst,Government/PSU,MBA,Chennai,Startup,Large (500-5000),0.7,0.7,4.6,4,1,11,2,2,12,203,20.72,12.6,0.87
DevOps Engineer,Media & Entertainment,Master's,Pune,Mid-size,Mid (50-500),24.1,4.5,4.2,5,1,41,7,0,11,172,33.04,14.7,0.56
Cybersecurity Analyst,Healthcare,Diploma,Hyderabad,Indian Large Corp,Large (500-5000),0.3,0.3,2.3,5,1,10,1,7,46,159,20.73,11.3,0.35
UI/UX Designer,Finance & Banking,Bachelor's,Remote,MNC,Mid (50-500),5.8,4.4,2.1,5,2,15,1,4,20,177,22.31,9.7,0.26
Marketing Manager,Healthcare,MBA,Bangalore,Government/PSU,Mid (50-500),6.2,1.7,3.7,2,1,18,2,0,35,126,20.43,11.3,0.39
Marketing Manager,Healthcare,High School,Bangalore,MNC,Enterprise (5000+),2.0,2.0,1.9,3,2,11,1,3,13,139,23.03,6.6,0.35
Senior Software Engineer,Manufacturing,Master's,Pune,Government/PSU,Small (<50),0.7,0.7,3.8,1,1,9,0,4,5,180,16.2,12.7,0.31
Business Analyst,Startup,Bachelor's,Hyderabad,Mid-size,Small (<50),0.7,0.7,2.7,3,0,8,1,0,57,159,13.33,6.1,0.41
Fresher / Junior Dev,Government/PSU,PhD,Hyderabad,Indian Large Corp,Large (500-5000),4.5,0.4,2.2,5,1,22,1,2,16,154,14.28,9.5,0.29
HR Manager,IT / Software,PhD,Ahmedabad,MNC,Mid (50-500),4.2,3.1,3.9,5,3,11,2,2,21,202,27.26,11.6,0.36
Data Scientist,Media & Entertainment,PhD,Delhi NCR,MNC,Enterprise (5000+),10.2,0.5,3.2,4,2,20,3,4,18,175,45.22,11.0,0.39
Software Engineer,Healthcare,Master's,Remote,Indian Large Corp,Mid (50-500),1.7,1.0,3.2,7,2,6,0,2,2,148,24.49,9.7,0.35
Data Analyst,Education,MBA,Ahmedabad,Government/PSU,Small (<50),5.6,2.9,3.3,7,2,14,1,1,17,199,10.35,9.6,0.42
Data Analyst,IT / Software,PhD,Tier-2 City,MNC,Mid (50-500),5.8,2.7,2.2,6,0,14,2,12,12,173,21.87,5.3,0.32
HR Manager,Media & Entertainment,MBA,Hyderabad,Startup,Enterprise (5000+),1.3,1.3,3.4,5,0,6,0,7,4,149,25.44,11.4,0.33
Software Engineer,E-Commerce,PhD,Chennai,Startup,Large (500-5000),1.0,1.0,4.1,5,1,3,0,0,16,156,30.37,15.8,0.39
HR Manager,Education,Bachelor's,Pune,Mid-size,Small (<50),12.1,0.7,2.6,6,0,24,3,3,15,176,16.42,7.9,0.3
Data Analyst,Healthcare,MBA,Chennai,Mid-size,Enterprise (5000+),7.2,6.9,4.5,5,1,21,1,6,14,180,31.44,14.1,0.38
Product Manager,Education,MBA,Hyderabad,Government/PSU,Enterprise (5000+),0.2,0.2,4.3,3,1,4,0,2,12,139,21.33,13.4,0.4
Product Manager,IT / Software,Bachelor's,Delhi NCR,Indian Large Corp,Large (500-5000),1.4,1.4,2.0,3,0,8,0,9,8,150,28.91,7.6,0.19
Engineering Manager,IT / Software,Diploma,Hyderabad,MNC,Enterprise (5000+),4.9,0.2,4.4,6,1,14,3,5,42,213,68.5,13.2,0.53
Cloud Architect,Finance & Banking,MBA,Pune,Mid-size,Small (<50),20.6,3.4,2.4,4,1,40,5,1,26,201,42.41,9.5,0.31
Engineering Manager,Startup,High School,Bangalore,Indian Large Corp,Large (500-5000),0.0,0.0,4.0,4,0,11,0,5,30,148,31.75,10.0,0.41
Fresher / Junior Dev,Media & Entertainment,Diploma,Kolkata,Government/PSU,Mid (50-500),4.2,4.2,2.7,10,2,11,2,3,6,172,9.96,8.9,0.45
Engineering Manager,Healthcare,Bachelor's,Remote,MNC,Small (<50),5.2,4.3,3.4,4,4,17,1,0,10,189,39.55,11.9,0.38
Cybersecurity Analyst,Government/PSU,PhD,Hyderabad,Indian Large Corp,Mid (50-500),1.1,1.1,3.3,4,1,11,2,2,2,154,22.07,8.9,0.68
Operations Manager,Government/PSU,Diploma,Kolkata,Mid-size,Mid (50-500),10.0,1.0,3.3,7,0,24,2,4,32,159,15.03,10.4,0.42
Marketing Manager,IT / Software,MBA,Delhi NCR,Mid-size,Enterprise (5000+),20.0,2.8,3.5,4,1,34,5,10,8,166,41.45,13.1,0.42
Cybersecurity Analyst,Startup,MBA,Remote,Indian Large Corp,Mid (50-500),1.4,1.4,4.1,6,4,10,1,8,4,176,26.15,13.6,0.55
Sales Executive,Media & Entertainment,Bachelor's,Chennai,Mid-size,Mid (50-500),5.8,1.0,3.5,5,1,18,1,8,6,175,17.01,9.8,0.47
Software Engineer,IT / Software,High School,Mumbai,Mid-size,Large (500-5000),10.1,2.3,2.8,6,2,26,3,3,1,182,30.76,10.2,0.33
Marketing Manager,Media & Entertainment,Bachelor's,Pune,Startup,Mid (50-500),9.7,9.7,4.0,4,2,27,2,8,56,175,23.06,12.2,0.47
Software Engineer,Manufacturing,Master's,Bangalore,Mid-size,Small (<50),9.3,3.8,2.4,3,0,19,2,0,32,144,19.92,5.2,0.31
Sales Executive,IT / Software,Master's,Hyderabad,Indian Large Corp,Mid (50-500),1.0,0.9,3.5,3,0,10,0,16,12,159,18.87,14.2,0.31
Data Scientist,Government/PSU,PhD,Ahmedabad,Mid-size,Small (<50),2.0,2.0,3.9,4,1,10,1,0,20,167,14.05,12.7,0.43
ML Engineer,Manufacturing,Bachelor's,Remote,Government/PSU,Mid (50-500),1.6,0.9,3.5,7,0,11,1,7,51,194,15.13,10.9,0.44
Tech Lead,IT / Software,High School,Hyderabad,Indian Large Corp,Small (<50),5.3,3.8,3.6,6,1,19,2,9,0,175,31.13,10.0,0.47
Finance Analyst,IT / Software,High School,Hyderabad,Startup,Mid (50-500),0.5,0.5,2.7,6,0,5,1,0,11,178,16.48,11.0,0.52
Operations Manager,IT / Software,High School,Delhi NCR,Government/PSU,Enterprise (5000+),0.1,0.1,3.5,5,1,7,0,0,4,162,17.24,14.7,0.4
Product Manager,Consulting,MBA,Ahmedabad,Mid-size,Large (500-5000),10.8,0.1,3.1,4,2,28,2,0,0,181,33.09,9.6,0.41
Data Scientist,Education,Diploma,Hyderabad,Startup,Small (<50),20.5,5.1,2.5,5,1,36,7,4,15,166,32.8,8.8,0.25
Senior Software Engineer,Startup,Master's,Kolkata,Indian Large Corp,Mid (50-500),8.3,3.3,2.3,3,2,19,4,0,1,168,31.44,9.5,0.35
Software Engineer,E-Commerce,Diploma,Chennai,MNC,Enterprise (5000+),1.6,1.6,3.3,5,0,4,0,1,13,166,28.18,9.1,0.3
Cybersecurity Analyst,Education,Master's,Tier-2 City,Government/PSU,Mid (50-500),5.8,0.9,3.7,5,3,10,1,2,5,175,14.38,11.8,0.42
Data Scientist,Government/PSU,Diploma,Pune,Startup,Mid (50-500),1.4,1.4,4.7,2,0,8,0,3,1,172,18.21,13.3,0.36
Data Scientist,Healthcare,Diploma,Pune,Mid-size,Large (500-5000),2.0,2.0,3.3,6,0,13,2,3,8,151,23.98,11.9,0.48
Sales Executive,Startup,Diploma,Chennai,Startup,Large (500-5000),8.1,2.1,2.4,6,0,21,3,5,2,189,18.62,8.4,0.39
Cybersecurity Analyst,Finance & Banking,Diploma,Remote,Indian Large Corp,Large (500-5000),3.5,3.5,3.3,5,0,10,0,7,26,173,24.06,11.1,0.36
Engineering Manager,Startup,High School,Remote,Mid-size,Large (500-5000),2.7,0.4,3.7,6,0,15,1,4,21,160,33.31,9.6,0.53
Data Analyst,Government/PSU,Bachelor's,Chennai,Indian Large Corp,Enterprise (5000+),7.6,7.5,2.4,4,0,19,1,3,15,156,17.2,5.6,0.31
UI/UX Designer,Government/PSU,Diploma,Tier-2 City,Indian Large Corp,Large (500-5000),3.6,0.4,3.4,6,0,12,1,9,23,154,14.0,7.0,0.31
UI/UX Designer,Media & Entertainment,Bachelor's,Chennai,Government/PSU,Enterprise (5000+),6.7,6.7,4.1,10,2,18,1,0,8,131,25.61,12.9,0.47
Marketing Manager,Education,Master's,Kolkata,Government/PSU,Large (500-5000),13.4,6.1,4.3,3,0,27,4,2,19,189,19.3,14.4,0.5
DevOps Engineer,Government/PSU,PhD,Ahmedabad,MNC,Large (500-5000),0.5,0.5,4.4,5,1,3,0,8,49,204,22.82,13.5,0.42
Data Scientist,Education,MBA,Chennai,MNC,Enterprise (5000+),2.4,0.0,1.8,5,0,11,0,1,18,190,21.69,3.1,0.18
QA Engineer,Startup,MBA,Kolkata,Mid-size,Large (500-5000),1.7,1.7,3.4,6,0,10,2,9,45,202,16.96,9.2,0.48
Data Analyst,Consulting,High School,Remote,MNC,Large (500-5000),6.1,2.7,4.0,6,4,17,1,8,7,187,28.83,11.2,0.43
Engineering Manager,Consulting,Diploma,Kolkata,Government/PSU,Enterprise (5000+),1.6,1.6,3.9,3,2,8,2,11,2,175,31.06,14.7,0.56
Software Engineer,E-Commerce,Bachelor's,Kolkata,Mid-size,Enterprise (5000+),18.8,2.9,2.7,8,1,42,5,11,31,197,37.41,8.6,0.33
Engineering Manager,Startup,Master's,Chennai,MNC,Small (<50),3.8,3.8,2.9,3,1,10,1,0,98,200,34.88,10.2,0.33
Marketing Manager,Education,PhD,Kolkata,MNC,Enterprise (5000+),1.0,1.0,2.6,5,0,5,1,2,31,182,21.06,8.8,0.47
HR Manager,E-Commerce,MBA,Tier-2 City,Mid-size,Small (<50),0.6,0.4,3.0,4,1,8,0,4,8,193,12.75,10.6,0.3
Marketing Manager,Education,High School,Delhi NCR,Startup,Large (500-5000),17.4,1.2,5.0,6,3,35,4,2,12,206,36.92,13.2,0.46
Software Engineer,E-Commerce,PhD,Bangalore,Government/PSU,Mid (50-500),0.8,0.8,3.8,4,0,8,0,3,8,183,19.44,12.5,0.23
Product Manager,E-Commerce,Bachelor's,Mumbai,Indian Large Corp,Mid (50-500),6.6,1.6,1.7,5,3,21,2,2,48,152,35.89,4.7,0.25
Sales Executive,E-Commerce,High School,Remote,Mid-size,Large (500-5000),11.8,2.2,3.1,3,0,26,2,7,2,204,16.69,10.8,0.33
Cybersecurity Analyst,Government/PSU,Diploma,Kolkata,Indian Large Corp,Large (500-5000),12.6,3.5,4.3,7,2,25,3,7,1,153,26.61,13.1,0.5
Data Scientist,Media & Entertainment,Bachelor's,Ahmedabad,Mid-size,Enterprise (5000+),0.5,0.5,2.9,2,2,10,0,1,16,164,17.94,12.2,0.26
Data Analyst,Finance & Banking,Bachelor's,Delhi NCR,Government/PSU,Large (500-5000),6.8,3.7,2.7,2,4,21,1,0,21,171,23.12,9.7,0.27
Finance Analyst,Media & Entertainment,Bachelor's,Remote,Indian Large Corp,Large (500-5000),0.6,0.5,2.6,2,1,10,0,0,22,200,16.05,9.0,0.18
HR Manager,Healthcare,PhD,Chennai,Government/PSU,Large (500-5000),6.2,0.9,3.0,3,0,19,2,7,7,207,21.52,10.9,0.4
Tech Lead,Startup,MBA,Remote,MNC,Enterprise (5000+),0.0,0.0,3.2,2,2,6,0,4,15,175,33.18,9.8,0.35
Tech Lead,Healthcare,Bachelor's,Chennai,Government/PSU,Large (500-5000),8.8,2.3,1.9,6,3,22,2,3,5,161,28.62,8.7,0.34
ML Engineer,Media & Entertainment,Diploma,Ahmedabad,Mid-size,Small (<50),0.7,0.7,4.1,7,1,12,1,10,57,161,17.41,13.5,0.64
ML Engineer,Startup,High School,Bangalore,MNC,Small (<50),4.2,1.0,3.4,6,2,19,3,0,52,157,28.75,10.2,0.47
Fresher / Junior Dev,Manufacturing,PhD,Remote,Startup,Mid (50-500),2.5,1.0,3.3,4,1,9,0,8,5,175,16.94,10.3,0.32
Data Analyst,Finance & Banking,High School,Pune,Government/PSU,Enterprise (5000+),2.4,2.4,4.1,2,2,10,0,0,4,175,19.2,12.1,0.37
HR Manager,Education,Diploma,Bangalore,Government/PSU,Small (<50),7.5,3.4,2.1,7,1,24,2,0,25,202,11.65,4.8,0.33
Senior Software Engineer,IT / Software,Bachelor's,Pune,Mid-size,Enterprise (5000+),6.5,2.7,3.9,9,0,17,2,0,9,159,41.41,13.6,0.58
Data Scientist,Government/PSU,MBA,Pune,MNC,Small (<50),5.5,1.4,2.9,9,1,19,3,6,7,203,25.09,7.4,0.54
Cloud Architect,Government/PSU,MBA,Chennai,Government/PSU,Mid (50-500),2.4,2.4,5.0,4,2,11,0,1,0,134,18.99,12.5,0.51
Finance Analyst,Manufacturing,PhD,Chennai,Government/PSU,Large (500-5000),7.4,4.2,3.0,2,1,23,1,12,10,154,16.05,7.9,0.28
Product Manager,IT / Software,High School,Pune,Indian Large Corp,Small (<50),4.2,0.3,3.4,4,0,15,2,9,13,172,20.35,10.2,0.5
Operations Manager,Finance & Banking,Bachelor's,Tier-2 City,Indian Large Corp,Enterprise (5000+),10.6,0.6,2.3,5,1,18,2,0,25,186,23.03,9.1,0.29
DevOps Engineer,Startup,Bachelor's,Bangalore,Startup,Enterprise (5000+),2.0,0.6,4.0,10,1,11,0,3,16,190,33.39,12.2,0.49
Product Manager,Consulting,Bachelor's,Bangalore,Mid-size,Large (500-5000),11.0,7.1,4.2,5,1,26,2,2,63,187,40.95,12.0,0.55
Data Scientist,Finance & Banking,Bachelor's,Remote,MNC,Mid (50-500),0.3,0.3,3.4,4,0,6,0,5,29,149,22.86,9.0,0.42
QA Engineer,Government/PSU,Bachelor's,Ahmedabad,MNC,Enterprise (5000+),7.5,3.4,4.6,1,1,17,1,9,42,146,22.54,11.8,0.39
Tech Lead,IT / Software,Master's,Kolkata,MNC,Enterprise (5000+),1.7,1.7,4.1,5,1,13,0,4,38,189,40.78,8.6,0.49
Tech Lead,Finance & Banking,Bachelor's,Hyderabad,Mid-size,Small (<50),1.9,1.9,4.2,8,1,5,0,2,11,187,25.6,15.1,0.45
Product Manager,Manufacturing,MBA,Tier-2 City,Indian Large Corp,Enterprise (5000+),2.8,2.8,4.3,8,0,12,0,4,5,161,27.06,16.0,0.46
Engineering Manager,Consulting,Bachelor's,Remote,Mid-size,Mid (50-500),4.3,1.9,3.5,1,0,15,1,0,2,193,33.48,10.8,0.42
Fresher / Junior Dev,IT / Software,Master's,Kolkata,Government/PSU,Mid (50-500),0.9,0.9,2.7,8,2,8,0,6,32,182,10.0,10.0,0.28
ML Engineer,Startup,Master's,Mumbai,Mid-size,Enterprise (5000+),6.0,0.6,3.5,3,1,19,1,12,6,155,34.16,11.1,0.32
Tech Lead,Manufacturing,PhD,Remote,MNC,Enterprise (5000+),5.6,0.7,2.8,7,0,17,1,9,13,204,48.56,9.9,0.39
Software Engineer,E-Commerce,MBA,Ahmedabad,Startup,Small (<50),4.3,4.3,3.4,2,0,10,1,10,16,171,18.72,8.4,0.31
Software Engineer,E-Commerce,High School,Hyderabad,Mid-size,Small (<50),8.6,4.9,2.8,4,1,21,3,0,30,154,18.31,8.0,0.31
ML Engineer,Startup,High School,Pune,Mid-size,Enterprise (5000+),4.0,0.2,3.4,5,0,13,2,10,18,175,25.61,11.9,0.54
Tech Lead,Consulting,High School,Ahmedabad,Indian Large Corp,Large (500-5000),0.2,0.2,3.6,6,1,6,0,6,44,177,23.65,10.3,0.37
Engineering Manager,Healthcare,Bachelor's,Tier-2 City,Mid-size,Enterprise (5000+),17.9,1.3,2.4,5,0,33,4,0,19,165,40.17,6.8,0.37
Business Analyst,Government/PSU,Diploma,Chennai,Government/PSU,Large (500-5000),1.1,1.1,2.7,6,1,9,1,0,5,176,11.41,7.2,0.46
Tech Lead,Finance & Banking,PhD,Hyderabad,Government/PSU,Enterprise (5000+),7.9,1.6,3.4,2,1,19,3,7,10,168,38.51,12.3,0.37
Operations Manager,IT / Software,Master's,Mumbai,Government/PSU,Small (<50),3.1,3.1,3.0,1,2,12,0,7,6,157,16.03,9.6,0.26
Data Analyst,Healthcare,High School,Hyderabad,Startup,Large (500-5000),9.8,0.9,2.4,7,0,20,3,7,18,180,25.33,7.8,0.33
Product Manager,Healthcare,Diploma,Mumbai,Mid-size,Mid (50-500),4.6,1.2,3.3,8,2,13,1,3,3,211,33.25,8.4,0.48
Product Manager,Finance & Banking,Bachelor's,Ahmedabad,MNC,Enterprise (5000+),15.9,8.8,3.8,3,1,33,3,0,20,139,55.99,12.6,0.46
Data Scientist,Government/PSU,Diploma,Tier-2 City,Startup,Enterprise (5000+),2.8,0.7,2.2,3,0,10,1,8,11,193,13.91,8.1,0.31
HR Manager,Media & Entertainment,Diploma,Ahmedabad,Government/PSU,Small (<50),0.6,0.6,3.3,3,0,7,0,12,19,153,7.75,11.3,0.21
Operations Manager,Finance & Banking,PhD,Hyderabad,Indian Large Corp,Mid (50-500),4.8,0.4,3.1,7,0,18,2,0,27,150,24.51,11.0,0.42
Senior Software Engineer,E-Commerce,MBA,Delhi NCR,MNC,Large (500-5000),2.3,2.3,4.1,5,0,10,2,3,30,189,39.57,13.5,0.65
Marketing Manager,Manufacturing,MBA,Hyderabad,Mid-size,Small (<50),8.8,1.6,3.1,3,0,22,2,6,6,190,20.16,11.4,0.35
Engineering Manager,Media & Entertainment,Master's,Tier-2 City,MNC,Enterprise (5000+),2.7,2.2,2.4,5,0,12,1,6,12,170,37.54,8.1,0.36
Finance Analyst,Consulting,MBA,Ahmedabad,MNC,Small (<50),11.1,0.2,3.3,2,0,23,2,4,37,152,19.57,10.3,0.29
Marketing Manager,Consulting,Diploma,Remote,Government/PSU,Small (<50),4.8,3.1,3.2,4,2,19,2,10,8,149,15.1,10.8,0.38
Software Engineer,E-Commerce,PhD,Tier-2 City,Mid-size,Mid (50-500),3.2,3.2,2.7,6,0,14,0,5,26,172,17.99,10.5,0.33
ML Engineer,Finance & Banking,Bachelor's,Ahmedabad,MNC,Small (<50),8.2,3.7,1.8,4,0,15,3,1,17,183,25.27,5.4,0.28
Sales Executive,Healthcare,PhD,Mumbai,Indian Large Corp,Enterprise (5000+),1.0,1.0,2.5,10,2,12,1,0,2,172,30.65,7.8,0.5
Fresher / Junior Dev,Manufacturing,PhD,Hyderabad,Mid-size,Small (<50),5.8,0.3,3.7,4,1,15,2,2,0,143,16.61,11.5,0.51
HR Manager,Consulting,High School,Ahmedabad,Government/PSU,Mid (50-500),11.0,3.0,1.9,3,2,21,2,11,0,165,10.8,6.9,0.25
DevOps Engineer,Finance & Banking,PhD,Ahmedabad,Indian Large Corp,Mid (50-500),6.2,1.6,3.4,6,2,22,2,5,3,182,29.18,10.2,0.4
HR Manager,Media & Entertainment,Bachelor's,Mumbai,Indian Large Corp,Enterprise (5000+),3.2,0.4,4.3,4,0,16,1,4,18,196,21.7,12.3,0.41
Operations Manager,E-Commerce,Diploma,Bangalore,MNC,Large (500-5000),4.8,0.2,3.2,7,0,17,1,6,41,146,29.64,11.6,0.51
ML Engineer,Government/PSU,MBA,Remote,Startup,Large (500-5000),7.4,3.8,2.1,5,1,28,1,4,7,207,27.78,8.6,0.29
Marketing Manager,E-Commerce,Master's,Mumbai,MNC,Enterprise (5000+),7.4,1.3,4.0,4,0,15,1,5,79,191,39.47,12.6,0.28
QA Engineer,IT / Software,High School,Kolkata,Indian Large Corp,Small (<50),4.2,2.8,2.7,5,0,20,2,0,8,175,11.91,8.7,0.41
Operations Manager,Finance & Banking,Diploma,Delhi NCR,Mid-size,Small (<50),1.3,1.0,3.7,5,0,7,2,3,46,184,17.41,9.6,0.69
QA Engineer,Education,PhD,Kolkata,Mid-size,Large (500-5000),2.0,2.0,4.1,2,0,12,1,5,49,150,14.61,13.5,0.46
Business Analyst,E-Commerce,Master's,Remote,Indian Large Corp,Small (<50),0.7,0.7,3.6,6,2,12,0,5,9,171,20.32,12.8,0.43
HR Manager,Consulting,PhD,Bangalore,MNC,Small (<50),10.1,5.0,2.6,6,0,22,4,3,55,199,31.01,9.0,0.46
HR Manager,Manufacturing,Bachelor's,Remote,Startup,Large (500-5000),2.8,2.0,2.4,3,4,10,0,10,30,196,20.54,5.8,0.24
Software Engineer,E-Commerce,MBA,Remote,MNC,Large (500-5000),2.0,2.0,3.3,3,2,11,1,0,68,208,28.59,10.7,0.37
Operations Manager,Startup,MBA,Pune,Mid-size,Large (500-5000),2.9,2.9,4.0,7,4,11,0,1,2,189,25.48,11.6,0.39
Tech Lead,Startup,Bachelor's,Ahmedabad,Indian Large Corp,Large (500-5000),1.4,1.4,3.8,3,2,11,0,16,20,189,26.5,11.3,0.39
Marketing Manager,E-Commerce,Master's,Bangalore,Mid-size,Enterprise (5000+),2.0,2.0,3.9,5,0,10,2,3,6,193,29.75,11.6,0.56
Finance Analyst,E-Commerce,Bachelor's,Mumbai,Startup,Large (500-5000),4.8,0.1,4.0,6,0,16,2,1,4,173,31.71,10.8,0.51
UI/UX Designer,Startup,Diploma,Pune,Government/PSU,Small (<50),0.1,0.0,3.9,3,0,9,1,2,26,188,11.07,14.1,0.51
Finance Analyst,Consulting,Master's,Mumbai,Mid-size,Large (500-5000),5.0,3.4,2.9,4,0,19,1,6,14,157,20.34,10.1,0.29
Finance Analyst,Education,Bachelor's,Chennai,Startup,Large (500-5000),0.0,0.0,3.4,8,0,6,1,11,14,166,19.43,9.8,0.64
Operations Manager,Manufacturing,High School,Chennai,Indian Large Corp,Large (500-5000),8.7,0.2,4.4,3,1,19,2,8,39,153,25.02,11.7,0.45
ML Engineer,Media & Entertainment,PhD,Tier-2 City,Government/PSU,Enterprise (5000+),2.5,2.5,3.0,4,0,12,1,12,51,156,17.85,6.5,0.41
Marketing Manager,Consulting,Master's,Bangalore,Government/PSU,Mid (50-500),2.5,2.5,3.2,8,1,12,0,10,0,192,22.82,7.9,0.48
Software Engineer,Healthcare,Bachelor's,Mumbai,Startup,Large (500-5000),3.1,3.1,3.0,5,2,18,0,7,5,182,25.3,10.7,0.32
ML Engineer,Healthcare,High School,Remote,MNC,Mid (50-500),7.4,4.9,4.5,8,0,19,2,2,9,169,32.35,15.0,0.51
UI/UX Designer,Startup,PhD,Remote,Startup,Large (500-5000),2.9,0.1,2.5,6,1,14,2,12,23,194,21.65,8.6,0.38
Finance Analyst,Healthcare,MBA,Remote,Indian Large Corp,Enterprise (5000+),3.0,0.3,2.7,9,0,11,1,3,85,155,25.77,7.7,0.35
Fresher / Junior Dev,E-Commerce,Master's,Ahmedabad,MNC,Large (500-5000),1.7,1.7,4.1,6,2,7,1,6,3,197,22.58,11.4,0.49
Finance Analyst,E-Commerce,Diploma,Pune,MNC,Mid (50-500),3.1,3.1,3.2,4,2,9,1,4,35,163,22.97,8.3,0.45
DevOps Engineer,Healthcare,High School,Tier-2 City,Indian Large Corp,Large (500-5000),5.7,2.5,3.9,4,0,15,2,0,21,187,20.22,12.0,0.43
Data Scientist,Manufacturing,Diploma,Ahmedabad,Indian Large Corp,Mid (50-500),11.8,4.3,3.3,3,2,24,2,2,3,171,25.4,10.2,0.45
HR Manager,E-Commerce,Master's,Bangalore,Startup,Large (500-5000),0.1,0.1,4.2,5,0,8,1,8,25,163,28.61,13.4,0.55
Data Analyst,Government/PSU,MBA,Chennai,Indian Large Corp,Enterprise (5000+),0.9,0.9,4.8,2,3,9,0,1,50,155,22.75,16.5,0.41
Senior Software Engineer,IT / Software,PhD,Kolkata,Indian Large Corp,Mid (50-500),2.1,1.5,3.5,4,2,9,0,0,5,127,29.96,11.0,0.4
HR Manager,Startup,MBA,Tier-2 City,Government/PSU,Enterprise (5000+),5.1,0.4,2.2,6,1,16,2,6,57,188,14.32,6.5,0.26
QA Engineer,Healthcare,Diploma,Chennai,Indian Large Corp,Small (<50),5.4,2.9,2.8,3,1,16,2,5,12,181,15.73,9.7,0.25
Software Engineer,Consulting,MBA,Tier-2 City,Indian Large Corp,Enterprise (5000+),0.6,0.6,3.2,5,0,10,0,0,100,177,17.85,12.1,0.29
Cloud Architect,Media & Entertainment,Bachelor's,Delhi NCR,Startup,Mid (50-500),1.4,1.4,4.0,4,1,16,1,4,27,205,29.5,13.9,0.47
Product Manager,Media & Entertainment,High School,Remote,Mid-size,Large (500-5000),9.6,0.8,4.1,8,4,22,2,9,5,221,33.7,11.9,0.5
Data Scientist,IT / Software,PhD,Tier-2 City,Government/PSU,Large (500-5000),3.6,0.0,3.3,10,0,14,1,9,30,129,20.96,12.5,0.42
Operations Manager,Startup,MBA,Tier-2 City,MNC,Small (<50),4.4,4.4,3.3,3,2,16,2,3,3,196,19.2,11.9,0.38
Data Scientist,Startup,MBA,Pune,Indian Large Corp,Small (<50),0.4,0.4,4.0,2,0,9,0,10,30,149,18.35,8.9,0.3
Fresher / Junior Dev,Media & Entertainment,PhD,Hyderabad,Mid-size,Mid (50-500),5.0,2.8,3.1,6,1,17,2,0,8,176,16.3,9.6,0.38
Software Engineer,Manufacturing,Master's,Hyderabad,Indian Large Corp,Large (500-5000),7.9,5.6,2.5,8,1,16,1,13,5,162,30.38,9.3,0.38
DevOps Engineer,Manufacturing,Diploma,Hyderabad,Indian Large Corp,Large (500-5000),19.5,1.0,3.3,3,2,46,6,7,13,186,33.91,11.1,0.33
Tech Lead,Government/PSU,PhD,Mumbai,Government/PSU,Enterprise (5000+),7.3,1.6,2.4,1,0,17,2,7,1,209,30.63,11.0,0.23
ML Engineer,IT / Software,PhD,Pune,MNC,Mid (50-500),11.1,1.4,2.7,6,1,23,3,5,23,182,42.84,8.8,0.31
Product Manager,E-Commerce,Bachelor's,Pune,Indian Large Corp,Small (<50),3.0,0.9,3.3,2,2,14,1,3,2,134,26.45,8.9,0.4
Software Engineer,Finance & Banking,MBA,Ahmedabad,Indian Large Corp,Small (<50),17.4,1.3,1.6,2,1,37,4,8,3,172,22.28,6.2,0.17
Cybersecurity Analyst,Healthcare,Diploma,Delhi NCR,Mid-size,Mid (50-500),2.5,2.5,2.7,5,0,14,1,4,31,182,18.22,8.2,0.47
Software Engineer,Media & Entertainment,PhD,Ahmedabad,Indian Large Corp,Large (500-5000),4.6,4.6,2.5,7,0,14,1,0,18,161,18.2,11.2,0.37
Finance Analyst,Media & Entertainment,Master's,Hyderabad,Government/PSU,Small (<50),5.0,1.1,2.8,4,1,19,1,4,1,187,14.68,9.3,0.26
Fresher / Junior Dev,E-Commerce,High School,Mumbai,Indian Large Corp,Large (500-5000),2.6,2.6,2.5,12,0,7,0,1,9,196,16.22,7.3,0.3
Fresher / Junior Dev,Media & Entertainment,MBA,Remote,Startup,Small (<50),0.8,0.8,2.4,4,1,10,0,7,40,176,11.64,7.5,0.3
Senior Software Engineer,Manufacturing,Diploma,Mumbai,Government/PSU,Mid (50-500),3.9,0.3,3.0,2,1,13,1,8,7,155,19.1,8.5,0.31
